slug;check;answer;value;source;checked
arkhitektor;04;нет;1421 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
arkhitektor;05;нет данных;;;23.09.2026
arkhitektor;06;да;ЕРЗ 4 · сдано 47 домов за 3 года (Москва и МО) · остановок нет · банкротств у застройщика дома нет (в группе — 2: см. zastroyshchiki.csv);ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-fsk-755344001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
arkhitektor;07;да;сдан: ввод 04.12.2024;https://наш.дом.рф/сервисы/каталог-новостроек/объект/36920;23.09.2026
arkhitektor;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/36920;23.09.2026
arkhitektor;09;да;от 407 200 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
armani-casa-moscow-residences;01;да;ЦАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
armani-casa-moscow-residences;02;да;плюсы: парк 484 м (Репинский сквер), вода 377 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
armani-casa-moscow-residences;03;да;"Полянка (метро) — 7 мин; школа с отметкой NOTA — Пятьдесят седьмая школа, 1764 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
armani-casa-moscow-residences;04;да;27 квартир;каталоги и декларации (база 14.09);23.09.2026
armani-casa-moscow-residences;05;нет;1.15 м/м на квартиру (31 на 27);каталоги и декларации (база 14.09);23.09.2026
armani-casa-moscow-residences;06;нет;ЕРЗ 1 · сдано 3 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/specializirovannyj-zastrojshhik-vks-invest-21408629001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
armani-casa-moscow-residences;07;да;сдан: ввод 25.07.2024–23.10.2024 (2 корпуса);https://наш.дом.рф/сервисы/каталог-новостроек/объект/60855 (+ ещё 1 объект: 41606);23.09.2026
armani-casa-moscow-residences;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/60855 (+ ещё 1 объект: 41606);23.09.2026
armani-casa-moscow-residences;09;да;от 2 750 000 ₽/м²;каталоги (база 14.09);23.09.2026
artel;01;да;ВАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
artel;02;да;плюсы: парк 499 м (Северный Хапиловский сквер), вода 363 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
artel;03;да;"Электрозаводская (метро) — 13 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
artel;04;да;164 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
artel;05;нет;0.35 м/м на квартиру (58 на 164);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
artel;06;нет данных;ЕРЗ: застройщика нет в рейтинге · сдано 0 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
artel;07;да;ввод: III кв. 2026 ⟶ I кв. 2027 (+6 мес.) · готовность по графику декларации 80% · строится · передача ключей 30.09.2026 ⟶ 20.03.2027;https://наш.дом.рф/сервисы/каталог-новостроек/объект/58524;23.09.2026
artel;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 20.03.2027 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/58524;23.09.2026
artel;09;нет;от 599 598 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
astris;01;нет;ЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
astris;02;нет;полигон отходов 123 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
astris;03;нет;"Воробьёвы горы (метро) — 16 мин; школа с отметкой NOTA — Лицей «Воробьёвы горы», 797 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
astris;04;да;38 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
astris;05;нет данных;;;23.09.2026
astris;06;нет данных;ЕРЗ: застройщика нет в рейтинге · сданные дома за 3 года: нет данных · остановок нет · банкротств нет;ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
astris;07;да;сдан (стадия по сверке базы 23.09) · в каталоге наш.дом.рф объекта нет — ввод до перехода на эскроу или продажи без ДДУ;каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
astris;08;не применяется;"дом сдан — покупка по ДКП, эскроу не нужен; в каталоге наш.дом.рф объекта нет";каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
astris;09;да;от 772 100 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
aura;01;да;ЮАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
aura;02;нет;магистраль 5 м (Третье транспортное кольцо);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
aura;03;да;"Тульская (МЦК/МЦД/ж/д) — 9 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
aura;04;нет;916 квартир;каталоги и декларации (база 14.09);23.09.2026
aura;05;нет;0.61 м/м на квартиру (563 на 916);каталоги и декларации (база 14.09);23.09.2026
